dataset,cancer,gene,group_a,group_b,mean_a,mean_b,log2FC,t_stat,p_value,n_a,n_b
GSE199274,NEPC,SNORA59B,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,DHRS3,LKO_control,shCXCR7,2.5982,1.511,-0.782,0.9814,0.357923,6,6
GSE199274,NEPC,MIR6730,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,AADACL4,LKO_control,shCXCR7,0.0083,0.0801,3.2788,-0.8922,0.412332,6,6
GSE199274,NEPC,AADACL3,LKO_control,shCXCR7,0.0032,0.0808,4.6529,-1.0102,0.358594,6,6
GSE199274,NEPC,C1orf158,LKO_control,shCXCR7,0.0977,0.2179,1.1569,-1.0086,0.355042,6,6
GSE199274,NEPC,PRAMEF12,LKO_control,shCXCR7,8.0019,8.6813,0.1176,-0.1228,0.904694,6,6
GSE199274,NEPC,PRAMEF1,LKO_control,shCXCR7,0.9858,1.3392,0.442,-0.4374,0.671988,6,6
GSE199274,NEPC,PRAMEF11,LKO_control,shCXCR7,0.2164,0.5061,1.2257,-1.1377,0.29064,6,6
GSE199274,NEPC,HNRNPCL1,LKO_control,shCXCR7,0.028,0.0277,-0.0158,0.0121,0.990591,6,6
GSE199274,NEPC,PRAMEF2,LKO_control,shCXCR7,0.5401,0.9151,0.7607,-0.7376,0.478978,6,6
GSE199274,NEPC,PRAMEF4,LKO_control,shCXCR7,0.126,0.2227,0.821,-0.7903,0.449914,6,6
GSE199274,NEPC,PRAMEF10,LKO_control,shCXCR7,0.0344,0.0802,1.2202,-1.1297,0.286198,6,6
GSE199274,NEPC,PRAMEF7,LKO_control,shCXCR7,0.2898,0.3478,0.2633,-0.2419,0.813948,6,6
GSE199274,NEPC,PRAMEF6,LKO_control,shCXCR7,0.0076,0.0,-22.8495,1.0,0.363217,6,6
GSE199274,NEPC,LOC101929983,LKO_control,shCXCR7,0.0546,0.0936,0.7772,-0.6488,0.534479,6,6
GSE199274,NEPC,HNRNPCL3,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,HNRNPCL4,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,PRAMEF25,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,PRAMEF26,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,LOC649324,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,LOC645354,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,HNRNPCL2,LKO_control,shCXCR7,0.0484,0.1265,1.3864,-1.4638,0.18699,6,6
GSE199274,NEPC,PRAMEF9,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,LOC400736,LKO_control,shCXCR7,0.009,0.0139,0.6281,-0.379,0.71262,6,6
GSE199274,NEPC,LOC391003,LKO_control,shCXCR7,0.0,0.0033,21.6533,-1.0,0.363217,6,6
GSE199274,NEPC,PRAMEF22,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,PRAMEF5,LKO_control,shCXCR7,0.021,0.0572,1.4443,-1.3296,0.228139,6,6
GSE199274,NEPC,PRAMEF8,LKO_control,shCXCR7,0.3752,0.4593,0.2917,-0.3148,0.759401,6,6
GSE199274,NEPC,LOC645382,LKO_control,shCXCR7,0.0,0.0201,24.2605,-2.328,0.067383,6,6
GSE199274,NEPC,PRAMEF15,LKO_control,shCXCR7,0.1498,0.3022,1.0122,-0.8548,0.419318,6,6
GSE199274,NEPC,PRAMEF14,LKO_control,shCXCR7,0.3968,0.6723,0.7606,-0.7901,0.452016,6,6
GSE199274,NEPC,PRAMEF19,LKO_control,shCXCR7,0.0,0.0352,25.0697,-1.0,0.363217,6,6
GSE199274,NEPC,PRAMEF16,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,PRAMEF17,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,PRAMEF20,LKO_control,shCXCR7,0.5476,1.0301,0.9115,-1.0137,0.340914,6,6
GSE199274,NEPC,LRRC38,LKO_control,shCXCR7,0.0,0.1004,26.5813,-1.0,0.363217,6,6
GSE199274,NEPC,PDPN,LKO_control,shCXCR7,0.0,0.0669,25.9951,-1.0783,0.33013,6,6
GSE199274,NEPC,PRDM2,LKO_control,shCXCR7,4.4717,5.5348,0.3077,-1.1693,0.274582,6,6
GSE199274,NEPC,KAZN,LKO_control,shCXCR7,0.9045,0.5709,-0.664,3.9589,0.003255,6,6
GSE199274,NEPC,TMEM51-AS1,LKO_control,shCXCR7,0.1093,0.1284,0.2332,-0.5473,0.605532,6,6
GSE199274,NEPC,TMEM51,LKO_control,shCXCR7,3.2118,3.411,0.0868,-0.3211,0.758111,6,6
GSE199274,NEPC,C1orf195,LKO_control,shCXCR7,0.0617,0.0584,-0.0804,0.0684,0.946931,6,6
GSE199274,NEPC,FHAD1,LKO_control,shCXCR7,0.0238,0.182,2.937,-2.9009,0.032395,6,6
GSE199274,NEPC,EFHD2,LKO_control,shCXCR7,12.4545,15.5145,0.317,-0.911,0.389619,6,6
GSE199274,NEPC,CTRC,LKO_control,shCXCR7,0.0192,0.0572,1.5748,-0.6298,0.55164,6,6
GSE199274,NEPC,CELA2A,LKO_control,shCXCR7,0.0188,0.0863,2.2028,-0.765,0.475988,6,6
GSE199274,NEPC,CELA2B,LKO_control,shCXCR7,0.0624,0.1445,1.2113,-1.4371,0.197505,6,6
GSE199274,NEPC,CASP9,LKO_control,shCXCR7,3.0925,3.9484,0.3525,-1.3811,0.202747,6,6
GSE199274,NEPC,DNAJC16,LKO_control,shCXCR7,7.6173,5.5784,-0.4494,2.0858,0.073051,6,6
GSE199274,NEPC,AGMAT,LKO_control,shCXCR7,0.1344,0.1894,0.4945,-1.6784,0.125367,6,6
GSE199274,NEPC,DDI2,LKO_control,shCXCR7,2.5671,2.1759,-0.2385,0.5751,0.579116,6,6
GSE199274,NEPC,RSC1A1,LKO_control,shCXCR7,2.9402,2.6116,-0.1709,0.5683,0.582451,6,6
GSE199274,NEPC,PLEKHM2,LKO_control,shCXCR7,10.1634,10.2125,0.007,-0.0305,0.976408,6,6
GSE199274,NEPC,SLC25A34,LKO_control,shCXCR7,0.4343,0.6476,0.5766,-1.7647,0.113892,6,6
GSE199274,NEPC,TMEM82,LKO_control,shCXCR7,0.0,0.1362,27.0207,-1.3726,0.22825,6,6
GSE199274,NEPC,FBLIM1,LKO_control,shCXCR7,1.9664,3.5379,0.8474,-0.9535,0.368393,6,6
GSE199274,NEPC,UQCRHL,LKO_control,shCXCR7,4.5025,4.2466,-0.0844,0.3681,0.72256,6,6
GSE199274,NEPC,FLJ37453,LKO_control,shCXCR7,3.1724,3.6928,0.2192,-1.2902,0.248656,6,6
GSE199274,NEPC,SPEN,LKO_control,shCXCR7,7.502,6.0878,-0.3014,0.8423,0.421319,6,6
GSE199274,NEPC,MIR5096,LKO_control,shCXCR7,0.0,0.1908,27.5073,-1.4935,0.195531,6,6
GSE199274,NEPC,ZBTB17,LKO_control,shCXCR7,6.3163,7.5783,0.2628,-0.9503,0.365705,6,6
GSE199274,NEPC,C1orf64,LKO_control,shCXCR7,0.0,0.0252,24.5871,-1.0,0.363217,6,6
GSE199274,NEPC,HSPB7,LKO_control,shCXCR7,0.0181,0.0579,1.6727,-0.8801,0.412927,6,6
GSE199274,NEPC,CLCNKA,LKO_control,shCXCR7,0.0447,0.1176,1.3938,-1.3023,0.235888,6,6
GSE199274,NEPC,CLCNKB,LKO_control,shCXCR7,0.0,0.0501,25.5786,-1.0,0.363217,6,6
GSE199274,NEPC,FAM131C,LKO_control,shCXCR7,0.4042,0.7286,0.85,-1.4894,0.168729,6,6
GSE199274,NEPC,EPHA2,LKO_control,shCXCR7,5.3702,5.826,0.1175,-0.2193,0.830994,6,6
GSE199274,NEPC,ARHGEF19,LKO_control,shCXCR7,6.1253,4.9934,-0.2948,1.5443,0.157903,6,6
GSE199274,NEPC,RSG1,LKO_control,shCXCR7,3.6256,4.1729,0.2028,-0.8972,0.396522,6,6
GSE199274,NEPC,FBXO42,LKO_control,shCXCR7,4.3643,4.6473,0.0906,-0.5639,0.595779,6,6
GSE199274,NEPC,SZRD1,LKO_control,shCXCR7,17.2235,23.0991,0.4235,-1.8237,0.103957,6,6
GSE199274,NEPC,SPATA21,LKO_control,shCXCR7,0.0171,0.0787,2.2001,-0.8448,0.432924,6,6
GSE199274,NEPC,NECAP2,LKO_control,shCXCR7,10.5446,6.6429,-0.6666,3.459,0.014972,6,6
GSE199274,NEPC,CROCCP3,LKO_control,shCXCR7,1.7259,1.5781,-0.1292,0.6838,0.509951,6,6
GSE199274,NEPC,RNU1-1,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,RNU1-2,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,RNU1-3,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,RNU1-28P,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,RNVU1-18,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,RNU1-27P,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,RNU1-4,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,FAM231B,LKO_control,shCXCR7,0.0,0.0071,22.7641,-1.0,0.363217,6,6
GSE199274,NEPC,MIR3675,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,NBPF1,LKO_control,shCXCR7,3.3134,1.8628,-0.8309,1.2414,0.254179,6,6
GSE199274,NEPC,CROCCP2,LKO_control,shCXCR7,7.5886,6.7927,-0.1598,0.6771,0.51436,6,6
GSE199274,NEPC,MST1P2,LKO_control,shCXCR7,0.9288,1.0229,0.1393,-0.5536,0.594556,6,6
GSE199274,NEPC,FAM231A,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,FAM231C,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,ESPNP,LKO_control,shCXCR7,1.2133,1.6101,0.4082,-0.7051,0.498355,6,6
GSE199274,NEPC,MST1L,LKO_control,shCXCR7,0.0324,0.0454,0.4888,-0.6193,0.556068,6,6
GSE199274,NEPC,CROCC,LKO_control,shCXCR7,3.829,3.963,0.0496,-0.3429,0.742437,6,6
GSE199274,NEPC,MFAP2,LKO_control,shCXCR7,0.0,0.0636,25.9226,-1.254,0.265268,6,6
GSE199274,NEPC,ATP13A2,LKO_control,shCXCR7,12.4741,13.7551,0.141,-0.3224,0.753915,6,6
GSE199274,NEPC,SDHB,LKO_control,shCXCR7,40.339,47.082,0.223,-0.7364,0.485297,6,6
GSE199274,NEPC,PADI2,LKO_control,shCXCR7,0.6569,0.4973,-0.4017,1.1536,0.27603,6,6
GSE199274,NEPC,PADI1,LKO_control,shCXCR7,0.0176,0.2124,3.5888,-3.3749,0.018605,6,6
GSE199274,NEPC,PADI3,LKO_control,shCXCR7,0.0205,0.1024,2.3231,-1.1243,0.309899,6,6
GSE199274,NEPC,MIR3972,LKO_control,shCXCR7,0.0,0.1611,27.2636,-1.0,0.363217,6,6
GSE199274,NEPC,PADI4,LKO_control,shCXCR7,0.0,0.0797,26.2474,-1.338,0.238521,6,6
GSE199274,NEPC,PADI6,LKO_control,shCXCR7,0.0056,0.1058,4.232,-1.2476,0.266916,6,6
GSE199274,NEPC,RCC2,LKO_control,shCXCR7,25.3626,23.4016,-0.1161,0.5789,0.577238,6,6
GSE199274,NEPC,ARHGEF10L,LKO_control,shCXCR7,3.4279,3.8545,0.1692,-0.9519,0.373379,6,6
GSE199274,NEPC,ACTL8,LKO_control,shCXCR7,0.0861,0.1832,1.0893,-1.2606,0.248158,6,6
GSE199274,NEPC,LOC101927876,LKO_control,shCXCR7,0.0,0.0434,25.3724,-1.3624,0.231217,6,6
GSE199274,NEPC,IGSF21,LKO_control,shCXCR7,0.0473,0.1295,1.4533,-1.0132,0.347588,6,6
GSE199274,NEPC,KLHDC7A,LKO_control,shCXCR7,0.036,0.0376,0.0604,-0.0442,0.965955,6,6
GSE199274,NEPC,PAX7,LKO_control,shCXCR7,0.0067,0.0481,2.8402,-0.9921,0.365546,6,6
GSE199274,NEPC,TAS1R2,LKO_control,shCXCR7,0.0053,0.0686,3.6803,-0.9192,0.39968,6,6
GSE199274,NEPC,ALDH4A1,LKO_control,shCXCR7,8.6048,13.5569,0.6558,-1.5351,0.161601,6,6
GSE199274,NEPC,MIR4695,LKO_control,shCXCR7,0.0,0.0631,25.9122,-1.0,0.363217,6,6
GSE199274,NEPC,MIR1290,LKO_control,shCXCR7,0.1729,0.0,-27.3653,1.0,0.363217,6,6
GSE199274,NEPC,IFFO2,LKO_control,shCXCR7,1.6636,3.5736,1.1031,-3.8418,0.010462,6,6
GSE199274,NEPC,UBR4,LKO_control,shCXCR7,9.2126,7.1338,-0.3689,1.77,0.109178,6,6
GSE199274,NEPC,EMC1,LKO_control,shCXCR7,13.2134,13.2048,-0.0009,0.0031,0.997598,6,6
GSE199274,NEPC,MRTO4,LKO_control,shCXCR7,11.2321,10.8398,-0.0513,0.2467,0.810809,6,6
GSE199274,NEPC,AKR7L,LKO_control,shCXCR7,1.1297,0.9971,-0.1801,0.7043,0.497628,6,6
GSE199274,NEPC,AKR7A3,LKO_control,shCXCR7,1.0121,0.7597,-0.4138,1.3563,0.215398,6,6
GSE199274,NEPC,LOC100506730,LKO_control,shCXCR7,2.5976,2.2489,-0.2079,0.7797,0.45456,6,6
GSE199274,NEPC,AKR7A2,LKO_control,shCXCR7,14.7881,13.3852,-0.1438,0.8227,0.437701,6,6
GSE199274,NEPC,PQLC2,LKO_control,shCXCR7,2.8601,2.2705,-0.3331,2.3445,0.044578,6,6
GSE199274,NEPC,CAPZB,LKO_control,shCXCR7,38.1604,51.2332,0.425,-1.8119,0.111113,6,6
GSE199274,NEPC,MINOS1-NBL1,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,MINOS1,LKO_control,shCXCR7,5.1102,3.6638,-0.4801,0.9395,0.373087,6,6
GSE199274,NEPC,RPS14P3,LKO_control,shCXCR7,1.4844,1.5316,0.0451,-0.1276,0.901294,6,6
GSE199274,NEPC,NBL1,LKO_control,shCXCR7,0.0182,0.0199,0.1348,-0.0855,0.934719,6,6
GSE199274,NEPC,HTR6,LKO_control,shCXCR7,1.4022,0.8673,-0.6931,1.0496,0.335471,6,6
GSE199274,NEPC,TMCO4,LKO_control,shCXCR7,8.3473,9.3781,0.168,-0.6672,0.526923,6,6
GSE199274,NEPC,RNF186,LKO_control,shCXCR7,0.0138,0.0486,1.8158,-0.6887,0.517582,6,6
GSE199274,NEPC,OTUD3,LKO_control,shCXCR7,4.4822,3.2432,-0.4668,1.6524,0.135674,6,6
GSE199274,NEPC,PLA2G2E,LKO_control,shCXCR7,0.0,0.0862,26.3618,-1.4627,0.203414,6,6
GSE199274,NEPC,PLA2G2A,LKO_control,shCXCR7,61.9971,56.0622,-0.1452,0.2016,0.844351,6,6
GSE199274,NEPC,PLA2G5,LKO_control,shCXCR7,0.0231,0.0808,1.8074,-1.4345,0.203699,6,6
GSE199274,NEPC,PLA2G2D,LKO_control,shCXCR7,0.0,0.1067,26.6689,-1.0837,0.327975,6,6
GSE199274,NEPC,PLA2G2F,LKO_control,shCXCR7,0.2273,0.3197,0.4926,-1.0181,0.332761,6,6
GSE199274,NEPC,PLA2G2C,LKO_control,shCXCR7,0.0,0.0516,25.6202,-1.0,0.363217,6,6
GSE199274,NEPC,UBXN10-AS1,LKO_control,shCXCR7,0.0,0.0819,26.2865,-2.2359,0.075604,6,6
GSE199274,NEPC,UBXN10,LKO_control,shCXCR7,0.0422,0.1262,1.5818,-1.8158,0.116926,6,6
GSE199274,NEPC,VWA5B1,LKO_control,shCXCR7,0.046,0.2485,2.4347,-3.4997,0.013221,6,6
GSE199274,NEPC,LINC01141,LKO_control,shCXCR7,0.033,0.0719,1.1215,-0.8055,0.453371,6,6
GSE199274,NEPC,CAMK2N1,LKO_control,shCXCR7,93.6004,129.1451,0.4644,-0.6816,0.51198,6,6
GSE199274,NEPC,MUL1,LKO_control,shCXCR7,11.3185,9.8083,-0.2066,0.572,0.579951,6,6
GSE199274,NEPC,FAM43B,LKO_control,shCXCR7,0.0618,0.1096,0.8265,-0.8527,0.417507,6,6
GSE199274,NEPC,CDA,LKO_control,shCXCR7,0.018,0.1054,2.5506,-1.1431,0.299622,6,6
GSE199274,NEPC,PINK1,LKO_control,shCXCR7,5.8999,5.3146,-0.1507,0.6063,0.561825,6,6
GSE199274,NEPC,MIR6084,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,PINK1-AS,LKO_control,shCXCR7,0.9486,0.9635,0.0225,-0.0747,0.941943,6,6
GSE199274,NEPC,DDOST,LKO_control,shCXCR7,83.81,48.8877,-0.7777,2.4648,0.034509,6,6
GSE199274,NEPC,KIF17,LKO_control,shCXCR7,0.0409,0.1184,1.5338,-0.9145,0.400262,6,6
GSE199274,NEPC,SH2D5,LKO_control,shCXCR7,0.3313,0.3352,0.0173,-0.0317,0.975373,6,6
GSE199274,NEPC,HP1BP3,LKO_control,shCXCR7,25.2237,18.7406,-0.4286,1.5951,0.141787,6,6
GSE199274,NEPC,EIF4G3,LKO_control,shCXCR7,23.0935,17.1244,-0.4314,2.5988,0.033748,6,6
GSE199274,NEPC,MIR1256,LKO_control,shCXCR7,0.0,0.3141,28.2268,-1.0,0.363217,6,6
GSE199274,NEPC,ECE1,LKO_control,shCXCR7,5.5182,6.095,0.1434,-0.2472,0.809746,6,6
GSE199274,NEPC,LOC100506801,LKO_control,shCXCR7,0.0269,0.0617,1.197,-0.5567,0.600609,6,6
GSE199274,NEPC,NBPF3,LKO_control,shCXCR7,0.6361,0.787,0.3071,-0.9481,0.366219,6,6
GSE199274,NEPC,ALPL,LKO_control,shCXCR7,0.0117,0.0833,2.8268,-1.0759,0.329924,6,6
GSE199274,NEPC,RAP1GAP,LKO_control,shCXCR7,2.9392,3.8172,0.3771,-0.7297,0.483929,6,6
GSE199274,NEPC,USP48,LKO_control,shCXCR7,6.8575,6.5201,-0.0728,0.3805,0.714858,6,6
GSE199274,NEPC,LDLRAD2,LKO_control,shCXCR7,0.0152,0.0523,1.7856,-1.1006,0.316572,6,6
GSE199274,NEPC,HSPG2,LKO_control,shCXCR7,2.6647,3.076,0.2071,-0.3431,0.738735,6,6
GSE199274,NEPC,CELA3B,LKO_control,shCXCR7,0.0,0.0047,22.1515,-1.0,0.363217,6,6
GSE199274,NEPC,CELA3A,LKO_control,shCXCR7,0.0,0.0361,25.104,-1.0,0.363217,6,6
GSE199274,NEPC,LOC101928043,LKO_control,shCXCR7,0.3696,0.3302,-0.1627,0.2408,0.815097,6,6
GSE199274,NEPC,LINC00339,LKO_control,shCXCR7,3.7486,2.3117,-0.6974,3.6383,0.004553,6,6
GSE199274,NEPC,CDC42,LKO_control,shCXCR7,14.0003,5.5375,-1.3382,8.9338,7e-06,6,6
GSE199274,NEPC,WNT4,LKO_control,shCXCR7,0.7236,0.9704,0.4234,-0.7198,0.488174,6,6
GSE199274,NEPC,MIR4418,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,ZBTB40,LKO_control,shCXCR7,5.1587,3.7256,-0.4695,1.7538,0.111626,6,6
GSE199274,NEPC,EPHA8,LKO_control,shCXCR7,0.0687,0.1355,0.9792,-0.8788,0.40864,6,6
GSE199274,NEPC,MIR6127,LKO_control,shCXCR7,0.0,0.0,0.0,0.0,1.0,6,6
GSE199274,NEPC,C1QA,LKO_control,shCXCR7,0.0,0.0681,26.021,-1.0,0.363217,6,6
GSE199274,NEPC,C1QC,LKO_control,shCXCR7,0.0,0.0353,25.0736,-1.0,0.363217,6,6
GSE199274,NEPC,C1QB,LKO_control,shCXCR7,0.0113,0.0537,2.2441,-0.7719,0.472333,6,6
GSE199274,NEPC,EPHB2,LKO_control,shCXCR7,1.45,1.2548,-0.2086,0.9016,0.389014,6,6
GSE199274,NEPC,MIR4684,LKO_control,shCXCR7,0.2133,0.114,-0.9043,0.4107,0.692541,6,6
GSE199274,NEPC,MIR4253,LKO_control,shCXCR7,0.0,0.0687,26.0342,-1.0,0.363217,6,6
GSE199274,NEPC,LACTBL1,LKO_control,shCXCR7,0.0,0.0431,25.3626,-1.0,0.363217,6,6
GSE199274,NEPC,C1orf234,LKO_control,shCXCR7,0.419,0.5847,0.4808,-1.0066,0.340094,6,6
GSE199274,NEPC,KDM1A,LKO_control,shCXCR7,28.0131,26.2393,-0.0944,0.4416,0.66867,6,6
GSE199274,NEPC,MIR3115,LKO_control,shCXCR7,0.1741,0.2053,0.2381,-0.116,0.909992,6,6
GSE199274,NEPC,MIR4419A,LKO_control,shCXCR7,0.0,0.1214,26.8548,-1.0,0.363217,6,6
GSE199274,NEPC,LUZP1,LKO_control,shCXCR7,2.4139,2.5648,0.0875,-0.2749,0.789102,6,6
GSE199274,NEPC,HTR1D,LKO_control,shCXCR7,0.0198,0.0722,1.8684,-0.9128,0.400975,6,6
GSE199274,NEPC,LINC01355,LKO_control,shCXCR7,1.4341,1.0917,-0.3935,1.1702,0.269934,6,6
GSE199274,NEPC,HNRNPR,LKO_control,shCXCR7,14.279,10.528,-0.4397,1.9825,0.075644,6,6
GSE199274,NEPC,ZNF436,LKO_control,shCXCR7,1.3224,1.9227,0.54,-2.3907,0.06062,6,6
GSE199274,NEPC,ZNF436-AS1,LKO_control,shCXCR7,0.6928,0.7916,0.1924,-0.5449,0.597915,6,6
GSE199274,NEPC,TCEA3,LKO_control,shCXCR7,9.8472,7.9298,-0.3124,0.9488,0.365094,6,6
GSE199274,NEPC,ASAP3,LKO_control,shCXCR7,6.1593,6.2858,0.0293,-0.0873,0.932235,6,6
GSE199274,NEPC,E2F2,LKO_control,shCXCR7,1.3106,0.5721,-1.1958,2.3357,0.060115,6,6
GSE199274,NEPC,LOC101928163,LKO_control,shCXCR7,0.0,0.0655,25.9659,-1.0,0.363217,6,6
GSE199274,NEPC,ID3,LKO_control,shCXCR7,19.7472,41.4886,1.0711,-3.8196,0.012155,6,6
GSE199274,NEPC,MDS2,LKO_control,shCXCR7,0.0,0.0546,25.7024,-1.0,0.363217,6,6
GSE199274,NEPC,RPL11,LKO_control,shCXCR7,608.4754,590.3132,-0.0437,0.2295,0.824666,6,6
GSE199274,NEPC,TCEB3,LKO_control,shCXCR7,8.1172,8.2588,0.025,-0.1179,0.908854,6,6
GSE199274,NEPC,TCEB3-AS1,LKO_control,shCXCR7,0.926,1.0487,0.1795,-0.3585,0.727969,6,6
GSE199274,NEPC,PITHD1,LKO_control,shCXCR7,18.4104,16.5564,-0.1531,0.7179,0.491266,6,6
GSE199274,NEPC,LYPLA2,LKO_control,shCXCR7,11.2296,12.9377,0.2043,-1.0207,0.337693,6,6
GSE199274,NEPC,GALE,LKO_control,shCXCR7,11.9086,10.1365,-0.2324,0.8165,0.433337,6,6
GSE199274,NEPC,HMGCL,LKO_control,shCXCR7,11.9013,11.1429,-0.095,0.4011,0.703288,6,6
GSE199274,NEPC,FUCA1,LKO_control,shCXCR7,14.8108,16.7206,0.175,-0.7236,0.495689,6,6
GSE199274,NEPC,CNR2,LKO_control,shCXCR7,0.0,0.0622,25.8913,-1.3737,0.227922,6,6
GSE199274,NEPC,MIR378F,LKO_control,shCXCR7,0.0,0.1797,27.4212,-1.0,0.363217,6,6
GSE199274,NEPC,PNRC2,LKO_control,shCXCR7,14.2007,14.6965,0.0495,-0.2581,0.805695,6,6
GSE199274,NEPC,SRSF10,LKO_control,shCXCR7,9.5124,7.9107,-0.266,1.3449,0.213724,6,6
GSE199274,NEPC,MYOM3,LKO_control,shCXCR7,0.0116,0.0764,2.7213,-0.9891,0.367407,6,6
GSE199274,NEPC,IL22RA1,LKO_control,shCXCR7,0.286,0.3068,0.1014,-0.1386,0.892694,6,6
GSE199274,NEPC,IFNLR1,LKO_control,shCXCR7,0.0,0.0531,25.6631,-1.4468,0.207587,6,6
GSE199274,NEPC,LOC284632,LKO_control,shCXCR7,0.0,0.1108,26.7228,-1.6795,0.153884,6,6
GSE199274,NEPC,GRHL3,LKO_control,shCXCR7,0.2931,0.2654,-0.1431,0.2603,0.801346,6,6
GSE199274,NEPC,STPG1,LKO_control,shCXCR7,1.9143,2.2845,0.255,-1.2712,0.243787,6,6
GSE199274,NEPC,NIPAL3,LKO_control,shCXCR7,16.2986,5.7723,-1.4975,6.3816,0.000246,6,6
GSE199274,NEPC,RCAN3AS,LKO_control,shCXCR7,0.3777,0.6845,0.8578,-4.4163,0.002618,6,6
GSE199274,NEPC,RCAN3,LKO_control,shCXCR7,8.655,6.8159,-0.3446,0.752,0.470487,6,6
GSE199274,NEPC,LOC100506985,LKO_control,shCXCR7,4.258,2.5895,-0.7175,1.6959,0.125516,6,6
GSE199274,NEPC,NCMAP,LKO_control,shCXCR7,0.0092,0.033,1.8452,-0.8101,0.451731,6,6
GSE199274,NEPC,SRRM1,LKO_control,shCXCR7,19.4377,13.9578,-0.4778,1.9436,0.082184,6,6
GSE199274,NEPC,CLIC4,LKO_control,shCXCR7,7.1916,13.1832,0.8743,-2.9485,0.016867,6,6
GSE199274,NEPC,RUNX3,LKO_control,shCXCR7,0.0027,0.0596,4.4501,-1.1367,0.306916,6,6
GSE199274,NEPC,MIR6731,LKO_control,shCXCR7,0.0,0.0649,25.9517,-1.0,0.363217,6,6
GSE199274,NEPC,MIR4425,LKO_control,shCXCR7,0.0,0.0556,25.7293,-1.0,0.363217,6,6
GSE199274,NEPC,SYF2,LKO_control,shCXCR7,13.0965,15.6934,0.261,-1.1459,0.282177,6,6
GSE199274,NEPC,RSRP1,LKO_control,shCXCR7,17.4405,16.252,-0.1018,0.5028,0.629181,6,6
GSE199274,NEPC,RHD,LKO_control,shCXCR7,0.0647,0.0335,-0.9483,1.2601,0.236527,6,6
GSE199274,NEPC,TMEM50A,LKO_control,shCXCR7,15.2853,11.8709,-0.3647,1.4812,0.184454,6,6
GSE199274,NEPC,RHCE,LKO_control,shCXCR7,0.2362,0.308,0.3829,-0.917,0.381817,6,6
GSE199274,NEPC,TMEM57,LKO_control,shCXCR7,7.1221,6.6122,-0.1072,0.603,0.566969,6,6
GSE199274,NEPC,LDLRAP1,LKO_control,shCXCR7,7.7441,9.9473,0.3612,-1.4121,0.204937,6,6
GSE199274,NEPC,MAN1C1,LKO_control,shCXCR7,1.3095,1.4046,0.1012,-0.3137,0.761611,6,6
GSE199274,NEPC,SEPN1,LKO_control,shCXCR7,10.8978,17.7007,0.6998,-1.5899,0.144593,6,6
GSE199274,NEPC,MTFR1L,LKO_control,shCXCR7,9.8505,9.9914,0.0205,-0.07,0.945657,6,6
GSE199274,NEPC,LOC646471,LKO_control,shCXCR7,1.6878,1.9752,0.2268,-0.703,0.502292,6,6
GSE199274,NEPC,AUNIP,LKO_control,shCXCR7,1.3725,0.9616,-0.5132,1.0473,0.332206,6,6
GSE199274,NEPC,PAQR7,LKO_control,shCXCR7,0.2173,0.2444,0.1694,-0.5285,0.610163,6,6
